id_employee,age,genre,revenu_mensuel,statut_marital,departement,poste,nombre_experiences_precedentes,annee_experience_totale,annees_dans_l_entreprise,annees_dans_le_poste_actuel,nombre_participation_pee,nb_formations_suivies,distance_domicile_travail,niveau_education,domaine_etude,frequence_deplacement,annees_depuis_la_derniere_promotion,annes_sous_responsable_actuel,satisfaction_employee_environnement,note_evaluation_precedente,niveau_hierarchique_poste,satisfaction_employee_nature_travail,satisfaction_employee_equipe,satisfaction_employee_equilibre_pro_perso,eval_number,note_evaluation_actuelle,heure_supplementaires,augementation_salaire_precedente,classification_revenu,revenu_log,anciennete_cat
1646,24,F,3760,Célibataire,Consulting,Assistant de Direction,1,6,6,3,0,2,2,1,Entrepreunariat,Frequent,1,3,1,3,1,4,3,3,E_1646,3,Oui,13 %,Haut revenu,8.232440158470336,Employé intermédiaire
1647,27,F,3517,Marié(e),Consulting,Assistant de Direction,7,5,3,2,0,0,8,3,Transformation Digitale,Occasionnel,0,2,2,4,1,3,1,3,E_1647,3,Non,17 %,Haut revenu,8.165647925297504,Employé junior
1648,27,M,2580,Célibataire,Consulting,Assistant de Direction,2,6,4,2,0,0,2,3,Transformation Digitale,Frequent,1,2,4,3,1,4,3,2,E_1648,3,Non,13 %,Bon revenu moyen,7.855932199718614,Employé intermédiaire
1649,40,M,2166,Célibataire,Consulting,Consultant,3,10,4,2,0,3,7,3,Infra & Cloud,Occasionnel,0,3,1,3,1,1,2,1,E_1649,3,Oui,14 %,Revenu moyen,7.681099001536359,Employé intermédiaire
1650,29,M,5869,Célibataire,Commercial,Cadre Commercial,1,8,5,2,0,2,10,3,Transformation Digitale,Occasionnel,1,4,3,2,2,3,3,3,E_1650,3,Non,11 %,Très haut revenu,8.677609912822142,Employé intermédiaire
1651,36,F,8008,Marié(e),Consulting,Manager,4,9,3,2,2,6,5,4,Infra & Cloud,Occasionnel,0,2,2,3,3,1,3,3,E_1651,3,Non,12 %,Ultra haut revenu,8.988321188323683,Employé junior
1653,25,M,5206,Divorcé(e),Consulting,Tech Lead,1,7,7,7,2,6,2,1,Infra & Cloud,Frequent,0,7,4,4,2,3,3,3,E_1653,3,Non,17 %,Très haut revenu,8.557759153162898,Employé expérimenté
1654,39,M,5295,Marié(e),Consulting,Tech Lead,4,7,5,4,0,3,12,3,Transformation Digitale,Occasionnel,1,0,4,3,2,2,3,3,E_1654,4,Non,21 %,Très haut revenu,8.574707097616844,Employé intermédiaire
1656,50,F,13269,Divorcé(e),Consulting,Directeur Technique,5,19,14,11,3,3,17,5,Infra & Cloud,Occasionnel,1,11,4,2,3,1,3,3,E_1656,3,Non,15 %,Revenu exceptionnel,9.493261127326253,Employé très expérimenté
1657,20,F,2783,Célibataire,Commercial,Représentant Commercial,1,2,2,2,0,3,2,3,Transformation Digitale,Occasionnel,2,2,3,3,1,3,1,3,E_1657,3,Non,19 %,Bon revenu moyen,7.931644021454311,Employé junior
1658,34,F,5433,Divorcé(e),Consulting,Assistant de Direction,1,11,11,8,1,2,3,3,Infra & Cloud,Occasionnel,1,9,4,3,2,2,3,3,E_1658,3,Non,12 %,Très haut revenu,8.600430789986293,Employé très expérimenté
1659,36,M,2013,Célibataire,Consulting,Consultant,2,15,4,3,0,4,7,3,Infra & Cloud,Occasionnel,1,3,1,3,1,2,3,3,E_1659,3,Non,11 %,Revenu moyen,7.607878073278507,Employé intermédiaire
1661,49,F,13966,Marié(e),Consulting,Manager,2,10,15,11,1,3,6,1,Infra & Cloud,Occasionnel,2,12,3,2,4,3,2,3,E_1661,3,Oui,19 %,Revenu exceptionnel,9.54445268330577,Employé très expérimenté
1662,36,F,4374,Marié(e),Consulting,Tech Lead,0,4,3,2,0,6,1,4,Transformation Digitale,Aucun,1,2,4,2,2,3,3,3,E_1662,3,Non,15 %,Haut revenu,8.383661798791715,Employé junior
1664,36,M,6842,Divorcé(e),Consulting,Manager,6,13,5,4,1,3,3,2,Infra & Cloud,Occasionnel,0,4,4,4,2,1,1,3,E_1664,4,Non,20 %,Très haut revenu,8.830981510952498,Employé intermédiaire
1665,54,F,17426,Marié(e),Consulting,Senior Manager,3,10,10,8,1,6,22,5,Transformation Digitale,Occasionnel,4,7,2,3,4,3,3,3,E_1665,4,Non,25 %,Revenu exceptionnel,9.765776006660642,Employé expérimenté
1666,43,M,17603,Marié(e),Consulting,Directeur Technique,1,14,14,10,1,3,15,2,Infra & Cloud,Occasionnel,1,11,3,2,4,3,1,3,E_1666,4,Non,24 %,Revenu exceptionnel,9.775881427930981,Employé très expérimenté
1667,35,M,4581,Célibataire,Commercial,Cadre Commercial,3,13,11,9,0,2,12,4,Autre,Frequent,1,7,4,3,2,4,1,4,E_1667,4,Oui,24 %,Haut revenu,8.42989086301344,Employé très expérimenté
1668,38,M,4735,Marié(e),Consulting,Assistant de Direction,7,19,13,11,2,4,1,3,Infra & Cloud,Frequent,2,9,4,3,2,4,4,4,E_1668,3,Non,15 %,Haut revenu,8.462948176563842,Employé très expérimenté
1669,29,M,4187,Divorcé(e),Commercial,Cadre Commercial,1,10,10,0,1,3,5,3,Transformation Digitale,Occasionnel,0,9,1,2,2,2,2,2,E_1669,3,Oui,13 %,Haut revenu,8.339978571990427,Employé expérimenté
1670,33,M,5505,Divorcé(e),Commercial,Cadre Commercial,1,6,6,2,2,5,2,4,Transformation Digitale,Occasionnel,0,4,4,3,2,4,3,3,E_1670,3,Non,14 %,Très haut revenu,8.613593685702552,Employé intermédiaire
1671,32,M,5470,Divorcé(e),Consulting,Assistant de Direction,0,10,9,5,2,4,2,3,Transformation Digitale,Occasionnel,1,6,4,3,2,2,3,2,E_1671,3,Non,13 %,Très haut revenu,8.607216694063826,Employé expérimenté
1673,31,F,5476,Marié(e),Commercial,Cadre Commercial,1,10,10,0,2,2,5,4,Infra & Cloud,Occasionnel,0,2,1,3,2,4,1,3,E_1673,3,Non,11 %,Très haut revenu,8.608312784783722,Employé expérimenté
1674,49,F,2587,Divorcé(e),Consulting,Consultant,4,17,2,2,1,2,16,3,Transformation Digitale,Occasionnel,2,2,4,3,1,1,2,2,E_1674,3,Oui,16 %,Bon revenu moyen,7.858640655620791,Employé junior
1675,38,F,2440,Célibataire,Consulting,Consultant,1,4,4,3,0,3,2,3,Transformation Digitale,Frequent,3,3,4,2,1,2,2,3,E_1675,4,Non,22 %,Revenu moyen,7.80016307039296,Employé intermédiaire
1676,47,F,15972,Divorcé(e),Commercial,Senior Manager,6,10,3,2,3,2,2,4,Infra & Cloud,Occasionnel,1,2,2,4,4,2,3,3,E_1676,3,Non,14 %,Revenu exceptionnel,9.678655075789957,Employé junior
1677,49,M,15379,Célibataire,Consulting,Senior Manager,4,21,8,7,0,2,1,3,Infra & Cloud,Occasionnel,0,0,3,3,4,3,1,3,E_1677,3,Non,14 %,Revenu exceptionnel,9.640823243059636,Employé expérimenté
1678,41,M,7082,Célibataire,Commercial,Cadre Commercial,3,21,2,0,0,2,23,2,Infra & Cloud,Occasionnel,0,2,4,3,3,3,4,3,E_1678,3,Oui,16 %,Très haut revenu,8.865452825753623,Employé junior
1680,20,M,2728,Célibataire,Commercial,Représentant Commercial,1,2,2,2,0,3,9,1,Infra & Cloud,Occasionnel,0,2,4,3,1,1,1,3,E_1680,3,Non,11 %,Bon revenu moyen,7.911690520708339,Employé junior
1681,33,F,5368,Divorcé(e),Commercial,Cadre Commercial,1,7,6,5,1,2,16,3,Infra & Cloud,Aucun,1,2,3,3,2,4,3,3,E_1681,4,Oui,25 %,Très haut revenu,8.58839695042257,Employé intermédiaire
1682,36,M,5347,Marié(e),Consulting,Manager,6,10,3,2,2,2,26,4,Infra & Cloud,Occasionnel,0,2,1,3,2,3,2,2,E_1682,3,Non,14 %,Très haut revenu,8.584477938221834,Employé junior
1683,44,F,3195,Divorcé(e),Ressources Humaines,Ressources Humaines,4,8,2,2,3,2,1,3,Infra & Cloud,Occasionnel,2,2,3,3,1,4,1,3,E_1683,3,Oui,18 %,Bon revenu moyen,8.069655306886165,Employé junior
1684,23,M,3989,Célibataire,Consulting,Consultant,1,5,5,4,0,2,8,1,Transformation Digitale,Occasionnel,1,2,4,2,1,3,1,3,E_1684,3,Oui,11 %,Haut revenu,8.29154650988391,Employé intermédiaire
1687,38,F,3306,Marié(e),Consulting,Consultant,7,7,0,0,1,5,4,2,Transformation Digitale,Occasionnel,0,0,4,3,1,3,4,2,E_1687,3,Non,19 %,Bon revenu moyen,8.103796712981794,Nouvel employé 
1689,53,M,7005,Marié(e),Consulting,Manager,3,11,4,3,0,2,24,4,Transformation Digitale,Occasionnel,1,2,2,4,3,4,3,3,E_1689,3,Non,15 %,Très haut revenu,8.854522203757432,Employé intermédiaire
1691,48,F,2655,Marié(e),Commercial,Représentant Commercial,2,19,9,7,2,3,7,2,Transformation Digitale,Frequent,1,7,4,3,1,3,3,3,E_1691,3,Oui,11 %,Bon revenu moyen,7.884576510596324,Employé expérimenté
1692,32,M,1393,Célibataire,Consulting,Consultant,1,1,1,0,0,2,2,4,Infra & Cloud,Occasionnel,0,0,4,3,1,2,1,3,E_1692,3,Non,12 %,Faible revenu,7.2399325913204695,Nouvel employé 
1693,26,M,2570,Célibataire,Consulting,Consultant,1,7,7,7,0,5,7,3,Transformation Digitale,Aucun,1,7,4,3,1,4,3,3,E_1693,4,Non,20 %,Bon revenu moyen,7.852050207265889,Employé expérimenté
1694,55,M,3537,Divorcé(e),Consulting,Assistant de Direction,5,8,4,2,1,1,22,3,Entrepreunariat,Occasionnel,1,2,1,2,1,2,4,3,E_1694,3,Non,12 %,Haut revenu,8.17131687471973,Employé intermédiaire
1696,34,M,3986,Marié(e),Consulting,Consultant,1,15,15,10,1,3,5,2,Transformation Digitale,Occasionnel,4,13,2,2,2,4,3,4,E_1696,3,Non,14 %,Haut revenu,8.290794347381356,Employé très expérimenté
1697,60,M,10883,Divorcé(e),Consulting,Manager,3,19,1,0,1,2,1,4,Transformation Digitale,Occasionnel,0,0,3,1,3,4,3,4,E_1697,4,Non,20 %,Ultra haut revenu,9.295049099903137,Nouvel employé 
1698,33,M,2028,Marié(e),Consulting,Consultant,1,14,14,11,3,6,21,3,Transformation Digitale,Occasionnel,2,13,2,4,1,2,4,3,E_1698,3,Non,18 %,Revenu moyen,7.615298339825815,Employé très expérimenté
1700,37,M,9525,Divorcé(e),Commercial,Cadre Commercial,1,6,6,3,2,2,1,4,Transformation Digitale,Frequent,1,3,3,1,2,4,3,2,E_1700,3,Non,14 %,Ultra haut revenu,9.161780181360806,Employé intermédiaire
1701,34,F,2929,Marié(e),Consulting,Assistant de Direction,1,10,10,9,0,3,19,3,Infra & Cloud,Occasionnel,1,7,2,2,1,4,2,3,E_1701,3,Non,12 %,Bon revenu moyen,7.982757702011113,Employé expérimenté
1702,23,M,2275,Divorcé(e),Commercial,Représentant Commercial,1,3,3,2,1,2,7,3,Infra & Cloud,Occasionnel,0,2,3,3,1,4,2,3,E_1702,4,Oui,21 %,Revenu moyen,7.730174795246222,Employé junior
1703,44,F,7879,Marié(e),Consulting,Manager,1,9,8,7,1,2,2,3,Infra & Cloud,Occasionnel,1,7,3,4,3,4,2,3,E_1703,3,Oui,19 %,Très haut revenu,8.972083182851925,Employé expérimenté
1704,35,M,4930,Célibataire,Consulting,Assistant de Direction,0,6,5,4,0,2,2,4,Transformation Digitale,Frequent,1,4,1,2,1,4,3,4,E_1704,3,Oui,14 %,Haut revenu,8.503297086224126,Employé intermédiaire
1706,43,M,7847,Marié(e),Commercial,Cadre Commercial,1,10,10,9,1,3,2,3,Transformation Digitale,Occasionnel,1,8,4,3,2,4,1,3,E_1706,3,Oui,17 %,Très haut revenu,8.9680140012452,Employé expérimenté
1707,24,M,4401,Marié(e),Consulting,Assistant de Direction,1,5,5,3,1,1,9,3,Transformation Digitale,Occasionnel,0,4,3,4,1,3,4,3,E_1707,3,Non,16 %,Haut revenu,8.389814262086407,Employé intermédiaire
1708,41,M,9241,Célibataire,Commercial,Cadre Commercial,1,10,10,8,0,3,6,3,Marketing,Occasionnel,1,7,4,3,3,3,2,3,E_1708,3,Non,12 %,Ultra haut revenu,9.131513591430211,Employé expérimenté
1709,29,F,2974,Marié(e),Consulting,Consultant,1,9,5,3,1,2,9,4,Transformation Digitale,Occasionnel,1,2,4,3,1,3,3,3,E_1709,3,Non,17 %,Bon revenu moyen,7.99799931797973,Employé intermédiaire
1710,36,F,4502,Célibataire,Commercial,Représentant Commercial,3,17,13,7,0,2,2,4,Infra & Cloud,Occasionnel,1,7,3,3,2,4,3,2,E_1710,3,Non,15 %,Haut revenu,8.412499120301572,Employé très expérimenté
1714,24,M,1555,Marié(e),Ressources Humaines,Ressources Humaines,1,1,1,0,1,2,22,1,Ressources Humaines,Occasionnel,0,0,4,1,1,3,3,3,E_1714,3,Non,11 %,Bas revenu moyen,7.349873704738337,Nouvel employé 
1718,26,M,2305,Marié(e),Consulting,Consultant,1,3,3,2,3,3,17,4,Transformation Digitale,Occasionnel,0,2,4,1,1,3,3,4,E_1718,3,Non,15 %,Revenu moyen,7.743269700829004,Employé junior
1719,45,F,16704,Célibataire,Consulting,Directeur Technique,1,21,5,6,0,2,28,2,Entrepreunariat,Occasionnel,1,6,4,2,4,2,3,3,E_1719,3,Non,11 %,Revenu exceptionnel,9.723463354790857,Employé senior
1720,32,M,3433,Marié(e),Consulting,Assistant de Direction,6,10,5,2,1,3,10,3,Infra & Cloud,Frequent,1,3,1,3,1,3,1,2,E_1720,3,Non,13 %,Bon revenu moyen,8.141481041457421,Employé intermédiaire
1721,31,M,3477,Marié(e),Consulting,Consultant,1,6,5,2,1,2,2,4,Infra & Cloud,Occasionnel,0,3,2,3,1,3,4,4,E_1721,3,Non,14 %,Bon revenu moyen,8.154212694914229,Employé intermédiaire
1722,41,M,6430,Marié(e),Ressources Humaines,Ressources Humaines,6,10,3,2,1,4,4,3,Ressources Humaines,Aucun,1,2,3,1,2,2,2,3,E_1722,3,Non,19 %,Très haut revenu,8.768885326134862,Employé junior
1724,40,F,6516,Marié(e),Consulting,Tech Lead,2,18,1,0,1,3,8,2,Infra & Cloud,Occasionnel,0,0,2,3,2,1,2,3,E_1724,3,Oui,16 %,Très haut revenu,8.78216942633238,Nouvel employé 
1725,24,M,3907,Divorcé(e),Consulting,Consultant,1,6,6,2,3,2,29,1,Transformation Digitale,Occasionnel,1,2,2,3,1,1,2,4,E_1725,3,Non,13 %,Haut revenu,8.270781013162674,Employé intermédiaire
1727,46,M,5562,Célibataire,Consulting,Manager,6,19,10,7,0,3,13,4,Infra & Cloud,Occasionnel,0,9,3,3,2,2,4,3,E_1727,3,Non,14 %,Très haut revenu,8.623892810075294,Employé expérimenté
1728,35,M,6883,Marié(e),Consulting,Tech Lead,2,17,7,7,1,3,27,4,Infra & Cloud,Occasionnel,0,7,4,3,2,3,2,3,E_1728,3,Non,16 %,Très haut revenu,8.83695515733143,Employé expérimenté
1729,30,M,2862,Marié(e),Consulting,Assistant de Direction,1,10,10,0,1,2,16,1,Infra & Cloud,Occasionnel,0,8,2,3,1,4,2,2,E_1729,3,Non,12 %,Bon revenu moyen,7.959625305098115,Employé expérimenté
1731,47,M,4978,Marié(e),Commercial,Cadre Commercial,7,4,1,0,1,3,2,4,Marketing,Aucun,0,0,3,3,2,2,4,1,E_1731,3,Non,11 %,Haut revenu,8.512984346642183,Nouvel employé 
1732,46,M,10368,Divorcé(e),Commercial,Cadre Commercial,4,13,10,6,1,5,2,3,Infra & Cloud,Occasionnel,0,3,3,3,3,4,2,2,E_1732,3,Oui,12 %,Ultra haut revenu,9.246575864558277,Employé expérimenté
1733,36,M,6134,Divorcé(e),Commercial,Cadre Commercial,5,16,2,2,3,3,13,5,Marketing,Occasionnel,2,2,2,2,2,1,2,3,E_1733,3,Oui,13 %,Très haut revenu,8.721765357145012,Employé junior
1734,32,M,6735,Célibataire,Commercial,Cadre Commercial,6,10,0,0,0,2,1,2,Infra & Cloud,Occasionnel,0,0,1,1,2,2,2,3,E_1734,3,Non,15 %,Très haut revenu,8.815221555922163,Nouvel employé 
1735,23,F,3295,Célibataire,Consulting,Consultant,1,3,3,2,0,3,4,1,Transformation Digitale,Occasionnel,1,2,3,3,1,2,3,1,E_1735,3,Non,13 %,Bon revenu moyen,8.100464891029363,Employé junior
1736,31,F,5238,Célibataire,Consulting,Tech Lead,2,9,5,4,0,3,24,1,Entrepreunariat,Frequent,1,4,4,3,2,4,4,2,E_1736,4,Non,20 %,Très haut revenu,8.56388591940822,Employé intermédiaire
1737,39,M,6472,Marié(e),Consulting,Consultant,1,9,9,8,1,2,1,3,Infra & Cloud,Aucun,1,8,4,3,2,4,4,3,E_1737,3,Oui,15 %,Très haut revenu,8.77539495854551,Employé expérimenté
1739,32,M,9610,Marié(e),Commercial,Cadre Commercial,3,10,4,3,1,2,19,3,Infra & Cloud,Occasionnel,0,2,4,1,3,3,3,1,E_1739,3,Non,13 %,Ultra haut revenu,9.170663554823284,Employé intermédiaire
1740,40,M,19833,Célibataire,Commercial,Senior Manager,1,21,5,8,0,3,7,4,Transformation Digitale,Occasionnel,1,8,2,3,5,2,2,2,E_1740,3,Non,14 %,Revenu exceptionnel,9.89515291574607,Employé senior
1744,45,F,9756,Marié(e),Ressources Humaines,Ressources Humaines,4,9,5,0,2,2,4,3,Infra & Cloud,Occasionnel,0,3,3,1,3,3,3,4,E_1744,4,Non,21 %,Ultra haut revenu,9.18574025510795,Employé intermédiaire
1745,30,F,4968,Célibataire,Consulting,Assistant de Direction,0,10,9,7,0,2,2,4,Entrepreunariat,Frequent,0,7,4,2,1,1,4,3,E_1745,3,Non,16 %,Haut revenu,8.51097389160232,Employé expérimenté
1746,24,M,2145,Marié(e),Ressources Humaines,Ressources Humaines,0,3,2,2,1,2,10,3,Transformation Digitale,Frequent,2,1,1,3,1,4,4,3,E_1746,3,Non,14 %,Revenu moyen,7.671360923190644,Employé junior
1747,30,F,2180,Divorcé(e),Ressources Humaines,Ressources Humaines,6,6,4,2,1,0,8,3,Ressources Humaines,Frequent,1,2,3,2,1,4,3,2,E_1747,3,Non,11 %,Revenu moyen,7.687538766201629,Employé intermédiaire
1749,31,M,8346,Marié(e),Commercial,Cadre Commercial,1,6,5,2,1,3,5,3,Entrepreunariat,Occasionnel,0,2,1,3,2,3,3,3,E_1749,3,Non,19 %,Ultra haut revenu,9.029657471850737,Employé intermédiaire
1751,27,F,3445,Célibataire,Consulting,Assistant de Direction,1,6,6,2,0,5,8,3,Transformation Digitale,Occasionnel,1,4,3,3,1,4,3,2,E_1751,3,Non,11 %,Bon revenu moyen,8.144969417087875,Employé intermédiaire
1752,29,F,2760,Célibataire,Commercial,Représentant Commercial,1,2,2,2,0,3,9,3,Marketing,Occasionnel,2,2,2,1,1,2,3,3,E_1752,3,Non,13 %,Bon revenu moyen,7.923348211930154,Employé junior
1753,29,M,6294,Célibataire,Consulting,Manager,8,10,3,2,0,5,1,3,Infra & Cloud,Frequent,0,2,4,4,2,3,4,4,E_1753,3,Oui,12 %,Très haut revenu,8.747510946478448,Employé junior
1754,30,M,7140,Divorcé(e),Commercial,Cadre Commercial,2,12,7,7,1,2,15,2,Marketing,Occasionnel,1,7,3,2,3,1,1,3,E_1754,3,Non,11 %,Très haut revenu,8.87360810154911,Employé expérimenté
1755,34,M,2932,Marié(e),Consulting,Assistant de Direction,0,6,5,0,3,3,2,4,Transformation Digitale,Occasionnel,1,2,4,4,1,4,1,3,E_1755,3,Oui,14 %,Bon revenu moyen,7.983781068977451,Employé intermédiaire
1756,33,F,5147,Célibataire,Commercial,Cadre Commercial,8,13,11,7,0,2,2,3,Marketing,Aucun,1,7,4,3,2,2,4,2,E_1756,3,Non,15 %,Très haut revenu,8.546363568716018,Employé très expérimenté
1757,49,F,4507,Célibataire,Commercial,Cadre Commercial,3,8,5,1,0,1,11,4,Marketing,Occasionnel,0,4,4,3,2,4,3,4,E_1757,3,Non,12 %,Haut revenu,8.413608875159667,Employé intermédiaire
1758,33,F,8564,Célibataire,Commercial,Cadre Commercial,2,11,0,0,0,2,16,3,Infra & Cloud,Occasionnel,0,0,1,3,3,1,3,2,E_1758,4,Oui,20 %,Ultra haut revenu,9.05543941075822,Nouvel employé 
1760,38,F,2468,Marié(e),Consulting,Consultant,4,9,6,1,1,4,2,2,Transformation Digitale,Frequent,0,5,3,2,1,2,2,2,E_1760,3,Non,14 %,Revenu moyen,7.81156848934518,Employé intermédiaire
1761,31,M,8161,Marié(e),Commercial,Cadre Commercial,2,10,1,0,3,2,16,4,Marketing,Occasionnel,0,0,1,3,3,3,1,3,E_1761,3,Non,13 %,Ultra haut revenu,9.00724451596575,Nouvel employé 
1762,29,F,2109,Divorcé(e),Consulting,Assistant de Direction,1,1,1,0,1,2,4,3,Entrepreunariat,Occasionnel,0,0,4,2,1,1,3,3,E_1762,3,Non,13 %,Revenu moyen,7.6544432264701125,Nouvel employé 
1763,30,M,5294,Marié(e),Consulting,Manager,3,10,7,0,1,3,16,3,Infra & Cloud,Occasionnel,1,7,3,4,2,3,3,3,E_1763,3,Non,16 %,Très haut revenu,8.574518258035507,Employé expérimenté
1764,32,M,2718,Célibataire,Consulting,Assistant de Direction,2,12,7,7,0,3,5,4,Entrepreunariat,Aucun,0,7,2,3,1,2,2,3,E_1764,3,Non,14 %,Bon revenu moyen,7.908019444632471,Employé expérimenté
1766,38,M,5811,Marié(e),Consulting,Manager,3,15,1,0,1,2,18,3,Transformation Digitale,Occasionnel,1,0,2,1,2,4,3,3,E_1766,3,Oui,16 %,Très haut revenu,8.667680024690174,Nouvel employé 
1767,43,M,2437,Marié(e),Consulting,Assistant de Direction,1,6,1,0,1,4,17,3,Entrepreunariat,Frequent,0,0,3,2,1,3,4,3,E_1767,3,Oui,16 %,Revenu moyen,7.798933310041217,Nouvel employé 
1768,42,M,2766,Divorcé(e),Consulting,Consultant,8,7,5,3,3,6,12,3,Transformation Digitale,Occasionnel,0,4,2,3,1,2,2,2,E_1768,4,Non,22 %,Bon revenu moyen,7.925518979786926,Employé intermédiaire
1770,55,M,19038,Marié(e),Consulting,Directeur Technique,8,10,1,0,3,2,2,3,Transformation Digitale,Occasionnel,0,0,3,2,5,1,2,3,E_1770,3,Non,12 %,Revenu exceptionnel,9.854244785957677,Nouvel employé 
1771,33,M,3055,Divorcé(e),Consulting,Assistant de Direction,5,11,9,8,2,2,4,3,Entrepreunariat,Aucun,1,7,4,3,2,2,4,2,E_1771,3,Non,15 %,Bon revenu moyen,8.024862150286411,Employé expérimenté
1772,41,M,2289,Divorcé(e),Consulting,Consultant,1,5,5,3,2,2,9,4,Infra & Cloud,Occasionnel,0,4,3,3,1,1,2,3,E_1772,4,Non,20 %,Revenu moyen,7.736307096548285,Employé intermédiaire
1774,34,M,4001,Divorcé(e),Commercial,Cadre Commercial,1,15,15,14,1,3,10,3,Infra & Cloud,Aucun,0,7,4,3,2,3,3,3,E_1774,3,Oui,14 %,Haut revenu,8.294549515143679,Employé très expérimenté
1778,43,M,3539,Célibataire,Ressources Humaines,Ressources Humaines,0,10,9,7,0,5,2,3,Infra & Cloud,Occasionnel,1,8,2,3,1,4,2,3,E_1778,3,Non,13 %,Haut revenu,8.17188200612782,Employé expérimenté
1779,34,F,6029,Célibataire,Commercial,Cadre Commercial,5,6,2,2,0,3,3,2,Infra & Cloud,Occasionnel,2,2,4,1,2,4,1,3,E_1779,3,Non,12 %,Très haut revenu,8.704502289721232,Employé junior
1780,21,M,2679,Célibataire,Commercial,Représentant Commercial,1,1,1,0,0,3,7,1,Marketing,Occasionnel,1,0,2,3,1,2,2,3,E_1780,3,Non,13 %,Bon revenu moyen,7.893572073504902,Nouvel employé 
1782,38,F,3702,Marié(e),Consulting,Consultant,1,5,5,4,1,3,6,2,Autre,Occasionnel,0,4,4,2,1,3,2,3,E_1782,3,Non,11 %,Haut revenu,8.216898580913613,Employé intermédiaire
1783,22,F,2398,Marié(e),Consulting,Consultant,1,1,1,0,0,6,8,1,Transformation Digitale,Occasionnel,0,0,3,3,1,1,3,3,E_1783,3,Oui,17 %,Revenu moyen,7.782807262839695,Nouvel employé 
1784,31,F,5468,Marié(e),Commercial,Cadre Commercial,1,13,12,7,2,3,29,4,Marketing,Occasionnel,1,7,1,2,2,4,1,3,E_1784,3,Non,14 %,Très haut revenu,8.606851063346772,Employé très expérimenté
1786,51,F,13116,Marié(e),Consulting,Senior Manager,2,15,2,2,0,2,3,3,Entrepreunariat,Occasionnel,2,2,1,3,3,3,4,3,E_1786,3,Non,11 %,Revenu exceptionnel,9.481664377815145,Employé junior
1787,37,M,4189,Marié(e),Commercial,Cadre Commercial,1,5,5,2,2,2,9,2,Marketing,Occasionnel,0,3,2,2,2,2,1,3,E_1787,3,Non,14 %,Haut revenu,8.340456012916183,Employé intermédiaire
1790,36,M,8321,Marié(e),Consulting,Manager,7,15,12,8,1,1,10,3,Infra & Cloud,Occasionnel,1,7,4,3,3,1,4,3,E_1790,3,Oui,13 %,Ultra haut revenu,9.026657889542886,Employé très expérimenté
1792,44,M,2342,Divorcé(e),Consulting,Assistant de Direction,1,6,5,3,3,2,1,2,Transformation Digitale,Frequent,2,3,3,3,1,2,3,2,E_1792,3,Oui,12 %,Revenu moyen,7.759187438507795,Employé intermédiaire
1794,37,M,4071,Divorcé(e),Ressources Humaines,Ressources Humaines,2,19,10,0,0,4,8,2,Autre,Occasionnel,4,7,3,3,2,2,3,2,E_1794,3,Non,13 %,Haut revenu,8.311889558230359,Employé expérimenté
1797,35,M,5813,Célibataire,Commercial,Cadre Commercial,1,10,10,7,0,2,27,3,Infra & Cloud,Occasionnel,1,7,3,3,2,4,4,3,E_1797,3,Oui,18 %,Très haut revenu,8.668024081118821,Employé expérimenté
1798,33,M,3143,Marié(e),Consulting,Assistant de Direction,6,14,10,8,1,1,8,4,Infra & Cloud,Occasionnel,1,6,4,4,1,1,2,3,E_1798,3,Non,19 %,Bon revenu moyen,8.053251153549096,Employé expérimenté
1799,28,M,2044,Marié(e),Consulting,Assistant de Direction,1,5,5,3,1,6,1,3,Infra & Cloud,Occasionnel,0,3,3,3,1,4,3,4,E_1799,3,Non,11 %,Revenu moyen,7.623153068476902,Employé intermédiaire
1800,39,M,13464,Célibataire,Consulting,Directeur Technique,7,9,4,3,0,3,10,1,Transformation Digitale,Occasionnel,2,2,3,3,3,3,3,3,E_1800,4,Non,21 %,Revenu exceptionnel,9.5078490052457,Employé intermédiaire
1801,46,M,7991,Célibataire,Commercial,Cadre Commercial,8,6,2,2,0,3,26,2,Infra & Cloud,Aucun,2,2,2,2,2,2,3,3,E_1801,3,Non,15 %,Très haut revenu,8.98619632032839,Employé junior
1802,40,F,3377,Marié(e),Consulting,Consultant,4,7,4,3,1,5,2,2,Infra & Cloud,Occasionnel,0,2,3,3,1,1,4,2,E_1802,3,Non,17 %,Bon revenu moyen,8.125039097367745,Employé intermédiaire
1803,42,M,5538,Marié(e),Consulting,Manager,5,10,0,0,2,2,13,3,Transformation Digitale,Occasionnel,0,0,2,4,2,1,3,2,E_1803,3,Non,18 %,Très haut revenu,8.619569258033104,Nouvel employé 
1804,35,M,5762,Divorcé(e),Consulting,Tech Lead,2,15,7,7,1,6,2,2,Transformation Digitale,Aucun,1,7,2,3,2,4,3,3,E_1804,3,Non,14 %,Très haut revenu,8.659213451436667,Employé expérimenté
1805,38,M,2592,Divorcé(e),Ressources Humaines,Ressources Humaines,5,13,11,10,3,3,2,3,Ressources Humaines,Aucun,3,8,1,3,1,2,4,3,E_1805,3,Non,13 %,Bon revenu moyen,7.860570785538664,Employé très expérimenté
1807,34,M,5346,Marié(e),Consulting,Consultant,4,11,7,1,1,3,9,4,Infra & Cloud,Frequent,0,7,4,3,2,1,3,2,E_1807,3,Non,17 %,Très haut revenu,8.584290934948731,Employé expérimenté
