id_employee,age,revenu_mensuel,poste,nombre_experiences_precedentes,annee_experience_totale,annees_dans_l_entreprise,annees_dans_le_poste_actuel,nombre_participation_pee,nb_formations_suivies,distance_domicile_travail,niveau_education,annees_depuis_la_derniere_promotion,annes_sous_responsable_actuel,satisfaction_employee_environnement,note_evaluation_precedente,niveau_hierarchique_poste,satisfaction_employee_nature_travail,satisfaction_employee_equipe,satisfaction_employee_equilibre_pro_perso,note_evaluation_actuelle,revenu_log,augmentation_salaire_precedent(%),frequence_deplacement_encoded,classification_revenu_encoded,anciennete_cat_encoded,genre_F,genre_M,statut_marital_Célibataire,statut_marital_Divorcé(e),statut_marital_Marié(e),departement_Commercial,departement_Consulting,departement_Ressources Humaines,poste_Assistant de Direction,poste_Cadre Commercial,poste_Consultant,poste_Directeur Technique,poste_Manager,poste_Représentant Commercial,poste_Ressources Humaines,poste_Senior Manager,poste_Tech Lead,domaine_etude_Autre,domaine_etude_Entrepreunariat,domaine_etude_Infra & Cloud,domaine_etude_Marketing,domaine_etude_Ressources Humaines,domaine_etude_Transformation Digitale,heure_supplementaires_Non,heure_supplementaires_Oui
1659,36,2013,Consultant,2,15,4,3,0,4,7,3,1,3,1,3,1,2,3,3,3,7.607878073278507,11,1,3,2,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
1661,49,13966,Manager,2,10,15,11,1,3,6,1,2,12,3,2,4,3,2,3,3,9.54445268330577,19,1,8,4,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
1662,36,4374,Tech Lead,0,4,3,2,0,6,1,4,1,2,4,2,2,3,3,3,3,8.383661798791715,15,0,5,1,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
1664,36,6842,Manager,6,13,5,4,1,3,3,2,0,4,4,4,2,1,1,3,4,8.830981510952498,20,1,6,2,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
1665,54,17426,Senior Manager,3,10,10,8,1,6,22,5,4,7,2,3,4,3,3,3,4,9.765776006660642,25,1,8,3,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
1666,43,17603,Directeur Technique,1,14,14,10,1,3,15,2,1,11,3,2,4,3,1,3,4,9.775881427930981,24,1,8,4,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
1667,35,4581,Cadre Commercial,3,13,11,9,0,2,12,4,1,7,4,3,2,4,1,4,4,8.42989086301344,24,2,5,4,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1668,38,4735,Assistant de Direction,7,19,13,11,2,4,1,3,2,9,4,3,2,4,4,4,3,8.462948176563842,15,2,5,4,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
1669,29,4187,Cadre Commercial,1,10,10,0,1,3,5,3,0,9,1,2,2,2,2,2,3,8.339978571990427,13,1,5,3,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
1670,33,5505,Cadre Commercial,1,6,6,2,2,5,2,4,0,4,4,3,2,4,3,3,3,8.613593685702552,14,1,6,2,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
1671,32,5470,Assistant de Direction,0,10,9,5,2,4,2,3,1,6,4,3,2,2,3,2,3,8.607216694063826,13,1,6,3,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
1673,31,5476,Cadre Commercial,1,10,10,0,2,2,5,4,0,2,1,3,2,4,1,3,3,8.608312784783722,11,1,6,3,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
1674,49,2587,Consultant,4,17,2,2,1,2,16,3,2,2,4,3,1,1,2,2,3,7.858640655620791,16,1,4,1,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
1675,38,2440,Consultant,1,4,4,3,0,3,2,3,3,3,4,2,1,2,2,3,4,7.80016307039296,22,2,3,2,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
1676,47,15972,Senior Manager,6,10,3,2,3,2,2,4,1,2,2,4,4,2,3,3,3,9.678655075789957,14,1,8,1,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
1677,49,15379,Senior Manager,4,21,8,7,0,2,1,3,0,0,3,3,4,3,1,3,3,9.640823243059636,14,1,8,3,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
1678,41,7082,Cadre Commercial,3,21,2,0,0,2,23,2,0,2,4,3,3,3,4,3,3,8.865452825753623,16,1,6,1,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
1680,20,2728,Représentant Commercial,1,2,2,2,0,3,9,1,0,2,4,3,1,1,1,3,3,7.911690520708339,11,1,4,1,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
1681,33,5368,Cadre Commercial,1,7,6,5,1,2,16,3,1,2,3,3,2,4,3,3,4,8.58839695042257,25,0,6,2,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
1682,36,5347,Manager,6,10,3,2,2,2,26,4,0,2,1,3,2,3,2,2,3,8.584477938221834,14,1,6,1,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
1683,44,3195,Ressources Humaines,4,8,2,2,3,2,1,3,2,2,3,3,1,4,1,3,3,8.069655306886165,18,1,4,1,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
1684,23,3989,Consultant,1,5,5,4,0,2,8,1,1,2,4,2,1,3,1,3,3,8.29154650988391,11,1,5,2,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
1687,38,3306,Consultant,7,7,0,0,1,5,4,2,0,0,4,3,1,3,4,2,3,8.103796712981794,19,1,4,0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
1689,53,7005,Manager,3,11,4,3,0,2,24,4,1,2,2,4,3,4,3,3,3,8.854522203757432,15,1,6,2,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
1691,48,2655,Représentant Commercial,2,19,9,7,2,3,7,2,1,7,4,3,1,3,3,3,3,7.884576510596324,11,2,4,3,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
1692,32,1393,Consultant,1,1,1,0,0,2,2,4,0,0,4,3,1,2,1,3,3,7.2399325913204695,12,1,1,0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
1693,26,2570,Consultant,1,7,7,7,0,5,7,3,1,7,4,3,1,4,3,3,4,7.852050207265889,20,0,4,3,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
1694,55,3537,Assistant de Direction,5,8,4,2,1,1,22,3,1,2,1,2,1,2,4,3,3,8.17131687471973,12,1,5,2,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
1696,34,3986,Consultant,1,15,15,10,1,3,5,2,4,13,2,2,2,4,3,4,3,8.290794347381356,14,1,5,4,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
1697,60,10883,Manager,3,19,1,0,1,2,1,4,0,0,3,1,3,4,3,4,4,9.295049099903137,20,1,7,0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
1698,33,2028,Consultant,1,14,14,11,3,6,21,3,2,13,2,4,1,2,4,3,3,7.615298339825815,18,1,3,4,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
1700,37,9525,Cadre Commercial,1,6,6,3,2,2,1,4,1,3,3,1,2,4,3,2,3,9.161780181360806,14,2,7,2,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
1701,34,2929,Assistant de Direction,1,10,10,9,0,3,19,3,1,7,2,2,1,4,2,3,3,7.982757702011113,12,1,4,3,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
1702,23,2275,Représentant Commercial,1,3,3,2,1,2,7,3,0,2,3,3,1,4,2,3,4,7.730174795246222,21,1,3,1,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
1703,44,7879,Manager,1,9,8,7,1,2,2,3,1,7,3,4,3,4,2,3,3,8.972083182851925,19,1,6,3,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
1704,35,4930,Assistant de Direction,0,6,5,4,0,2,2,4,1,4,1,2,1,4,3,4,3,8.503297086224126,14,2,5,2,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
1706,43,7847,Cadre Commercial,1,10,10,9,1,3,2,3,1,8,4,3,2,4,1,3,3,8.9680140012452,17,1,6,3,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
1707,24,4401,Assistant de Direction,1,5,5,3,1,1,9,3,0,4,3,4,1,3,4,3,3,8.389814262086407,16,1,5,2,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
1708,41,9241,Cadre Commercial,1,10,10,8,0,3,6,3,1,7,4,3,3,3,2,3,3,9.131513591430211,12,1,7,3,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
1709,29,2974,Consultant,1,9,5,3,1,2,9,4,1,2,4,3,1,3,3,3,3,7.99799931797973,17,1,4,2,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
1710,36,4502,Représentant Commercial,3,17,13,7,0,2,2,4,1,7,3,3,2,4,3,2,3,8.412499120301572,15,1,5,4,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
1714,24,1555,Ressources Humaines,1,1,1,0,1,2,22,1,0,0,4,1,1,3,3,3,3,7.349873704738337,11,1,2,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
1718,26,2305,Consultant,1,3,3,2,3,3,17,4,0,2,4,1,1,3,3,4,3,7.743269700829004,15,1,3,1,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
1719,45,16704,Directeur Technique,1,21,5,6,0,2,28,2,1,6,4,2,4,2,3,3,3,9.723463354790857,11,1,8,5,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
1720,32,3433,Assistant de Direction,6,10,5,2,1,3,10,3,1,3,1,3,1,3,1,2,3,8.141481041457421,13,2,4,2,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
1721,31,3477,Consultant,1,6,5,2,1,2,2,4,0,3,2,3,1,3,4,4,3,8.154212694914229,14,1,4,2,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
1722,41,6430,Ressources Humaines,6,10,3,2,1,4,4,3,1,2,3,1,2,2,2,3,3,8.768885326134862,19,0,6,1,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
1724,40,6516,Tech Lead,2,18,1,0,1,3,8,2,0,0,2,3,2,1,2,3,3,8.78216942633238,16,1,6,0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
1725,24,3907,Consultant,1,6,6,2,3,2,29,1,1,2,2,3,1,1,2,4,3,8.270781013162674,13,1,5,2,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
1727,46,5562,Manager,6,19,10,7,0,3,13,4,0,9,3,3,2,2,4,3,3,8.623892810075294,14,1,6,3,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
1728,35,6883,Tech Lead,2,17,7,7,1,3,27,4,0,7,4,3,2,3,2,3,3,8.83695515733143,16,1,6,3,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
1729,30,2862,Assistant de Direction,1,10,10,0,1,2,16,1,0,8,2,3,1,4,2,2,3,7.959625305098115,12,1,4,3,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
1731,47,4978,Cadre Commercial,7,4,1,0,1,3,2,4,0,0,3,3,2,2,4,1,3,8.512984346642183,11,0,5,0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
1732,46,10368,Cadre Commercial,4,13,10,6,1,5,2,3,0,3,3,3,3,4,2,2,3,9.246575864558277,12,1,7,3,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
1733,36,6134,Cadre Commercial,5,16,2,2,3,3,13,5,2,2,2,2,2,1,2,3,3,8.721765357145012,13,1,6,1,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
1734,32,6735,Cadre Commercial,6,10,0,0,0,2,1,2,0,0,1,1,2,2,2,3,3,8.815221555922163,15,1,6,0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
1735,23,3295,Consultant,1,3,3,2,0,3,4,1,1,2,3,3,1,2,3,1,3,8.100464891029363,13,1,4,1,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
1736,31,5238,Tech Lead,2,9,5,4,0,3,24,1,1,4,4,3,2,4,4,2,4,8.56388591940822,20,2,6,2,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
1737,39,6472,Consultant,1,9,9,8,1,2,1,3,1,8,4,3,2,4,4,3,3,8.77539495854551,15,0,6,3,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
1739,32,9610,Cadre Commercial,3,10,4,3,1,2,19,3,0,2,4,1,3,3,3,1,3,9.170663554823284,13,1,7,2,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
1740,40,19833,Senior Manager,1,21,5,8,0,3,7,4,1,8,2,3,5,2,2,2,3,9.89515291574607,14,1,8,5,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
1744,45,9756,Ressources Humaines,4,9,5,0,2,2,4,3,0,3,3,1,3,3,3,4,4,9.18574025510795,21,1,7,2,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
1745,30,4968,Assistant de Direction,0,10,9,7,0,2,2,4,0,7,4,2,1,1,4,3,3,8.51097389160232,16,2,5,3,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
1746,24,2145,Ressources Humaines,0,3,2,2,1,2,10,3,2,1,1,3,1,4,4,3,3,7.671360923190644,14,2,3,1,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
1747,30,2180,Ressources Humaines,6,6,4,2,1,0,8,3,1,2,3,2,1,4,3,2,3,7.687538766201629,11,2,3,2,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
1749,31,8346,Cadre Commercial,1,6,5,2,1,3,5,3,0,2,1,3,2,3,3,3,3,9.029657471850737,19,1,7,2,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
1751,27,3445,Assistant de Direction,1,6,6,2,0,5,8,3,1,4,3,3,1,4,3,2,3,8.144969417087875,11,1,4,2,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
1752,29,2760,Représentant Commercial,1,2,2,2,0,3,9,3,2,2,2,1,1,2,3,3,3,7.923348211930154,13,1,4,1,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
1753,29,6294,Manager,8,10,3,2,0,5,1,3,0,2,4,4,2,3,4,4,3,8.747510946478448,12,2,6,1,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
1754,30,7140,Cadre Commercial,2,12,7,7,1,2,15,2,1,7,3,2,3,1,1,3,3,8.87360810154911,11,1,6,3,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
1755,34,2932,Assistant de Direction,0,6,5,0,3,3,2,4,1,2,4,4,1,4,1,3,3,7.983781068977451,14,1,4,2,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
1756,33,5147,Cadre Commercial,8,13,11,7,0,2,2,3,1,7,4,3,2,2,4,2,3,8.546363568716018,15,0,6,4,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
1757,49,4507,Cadre Commercial,3,8,5,1,0,1,11,4,0,4,4,3,2,4,3,4,3,8.413608875159667,12,1,5,2,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
1758,33,8564,Cadre Commercial,2,11,0,0,0,2,16,3,0,0,1,3,3,1,3,2,4,9.05543941075822,20,1,7,0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
1760,38,2468,Consultant,4,9,6,1,1,4,2,2,0,5,3,2,1,2,2,2,3,7.81156848934518,14,2,3,2,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
1761,31,8161,Cadre Commercial,2,10,1,0,3,2,16,4,0,0,1,3,3,3,1,3,3,9.00724451596575,13,1,7,0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
1762,29,2109,Assistant de Direction,1,1,1,0,1,2,4,3,0,0,4,2,1,1,3,3,3,7.6544432264701125,13,1,3,0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
1763,30,5294,Manager,3,10,7,0,1,3,16,3,1,7,3,4,2,3,3,3,3,8.574518258035507,16,1,6,3,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
1764,32,2718,Assistant de Direction,2,12,7,7,0,3,5,4,0,7,2,3,1,2,2,3,3,7.908019444632471,14,0,4,3,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
1766,38,5811,Manager,3,15,1,0,1,2,18,3,1,0,2,1,2,4,3,3,3,8.667680024690174,16,1,6,0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
1767,43,2437,Assistant de Direction,1,6,1,0,1,4,17,3,0,0,3,2,1,3,4,3,3,7.798933310041217,16,2,3,0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
